fft2020-01-191758.nvt;542;9265;429557;288826;718383;447963;288344;736307;17549;6;16;2048;4;4.000000;6.000000
fft2020-01-191758.nvt;132;8858;310038;408345;718383;328452;407855;736307;17549;6;16;2048;4;5.000000;6.000000
fft2020-01-191758.nvt;0;8726;271348;447035;718383;289735;446572;736307;17549;6;16;2048;4;6.000000;6.000000
fft2020-01-191758.nvt;0;8726;271348;447035;718383;289735;446572;736307;17549;6;16;2048;4;7.000000;6.000000
fft2020-01-191758.nvt;0;8726;271348;447035;718383;289735;446572;736307;17549;6;16;2048;4;8.000000;6.000000
fft2020-01-191758.nvt;0;8726;271348;447035;718383;289735;446572;736307;17549;6;16;2048;4;9.000000;6.000000
fft2020-01-191758.nvt;128;2309;425082;293301;718383;443131;293176;736307;17549;6;16;8192;4;4.000000;6.000000
fft2020-01-191758.nvt;30;2213;311151;407232;718383;329207;407100;736307;17549;6;16;8192;4;5.000000;6.000000
fft2020-01-191758.nvt;0;2184;276472;441911;718383;294521;441786;736307;17549;6;16;8192;4;6.000000;6.000000
fft2020-01-191758.nvt;0;2184;276472;441911;718383;294521;441786;736307;17549;6;16;8192;4;7.000000;6.000000
fft2020-01-191758.nvt;0;2184;276472;441911;718383;294521;441786;736307;17549;6;16;8192;4;8.000000;6.000000
fft2020-01-191758.nvt;0;2184;276472;441911;718383;294521;441786;736307;17549;6;16;8192;4;9.000000;6.000000
fft2020-01-191758.nvt;29;573;406416;311967;718383;424375;311932;736307;17549;6;16;32768;4;4.000000;6.000000
fft2020-01-191758.nvt;8;556;318167;400216;718383;336128;400179;736307;17549;6;16;32768;4;5.000000;6.000000
fft2020-01-191758.nvt;0;548;280622;437761;718383;298580;437727;736307;17549;6;16;32768;4;6.000000;6.000000
fft2020-01-191758.nvt;0;548;280622;437761;718383;298580;437727;736307;17549;6;16;32768;4;7.000000;6.000000
fft2020-01-191758.nvt;0;548;280622;437761;718383;298580;437727;736307;17549;6;16;32768;4;8.000000;6.000000
fft2020-01-191758.nvt;0;548;280622;437761;718383;298580;437727;736307;17549;6;16;32768;4;9.000000;6.000000
fft2020-01-191758.nvt;512;9236;421348;297035;718383;439745;296562;736307;17549;6;16;2048;8;4.000000;6.000000
fft2020-01-191758.nvt;33;8759;281024;437359;718383;299438;436869;736307;17549;6;16;2048;8;5.000000;6.000000
fft2020-01-191758.nvt;0;8726;271348;447035;718383;289735;446572;736307;17549;6;16;2048;8;6.000000;6.000000
fft2020-01-191758.nvt;0;8726;271348;447035;718383;289735;446572;736307;17549;6;16;2048;8;7.000000;6.000000
fft2020-01-191758.nvt;0;8726;271348;447035;718383;289735;446572;736307;17549;6;16;2048;8;8.000000;6.000000
fft2020-01-191758.nvt;0;8726;271348;447035;718383;289735;446572;736307;17549;6;16;2048;8;9.000000;6.000000
fft2020-01-191758.nvt;125;2306;420996;297387;718383;439034;297273;736307;17549;6;16;8192;8;4.000000;6.000000
fft2020-01-191758.nvt;5;2189;282353;436030;718383;300405;435902;736307;17549;6;16;8192;8;5.000000;6.000000
fft2020-01-191758.nvt;0;2184;276472;441911;718383;294521;441786;736307;17549;6;16;8192;8;6.000000;6.000000
fft2020-01-191758.nvt;0;2184;276472;441911;718383;294521;441786;736307;17549;6;16;8192;8;7.000000;6.000000
fft2020-01-191758.nvt;0;2184;276472;441911;718383;294521;441786;736307;17549;6;16;8192;8;8.000000;6.000000
fft2020-01-191758.nvt;0;2184;276472;441911;718383;294521;441786;736307;17549;6;16;8192;8;9.000000;6.000000
fft2020-01-191758.nvt;32;576;420119;298264;718383;438079;298228;736307;17549;6;16;32768;8;4.000000;6.000000
fft2020-01-191758.nvt;1;549;285301;433082;718383;303260;433047;736307;17549;6;16;32768;8;5.000000;6.000000
fft2020-01-191758.nvt;0;548;280622;437761;718383;298580;437727;736307;17549;6;16;32768;8;6.000000;6.000000
fft2020-01-191758.nvt;0;548;280622;437761;718383;298580;437727;736307;17549;6;16;32768;8;7.000000;6.000000
fft2020-01-191758.nvt;0;548;280622;437761;718383;298580;437727;736307;17549;6;16;32768;8;8.000000;6.000000
fft2020-01-191758.nvt;0;548;280622;437761;718383;298580;437727;736307;17549;6;16;32768;8;9.000000;6.000000
fft2020-01-191758.nvt;549;9275;431958;286425;718383;450356;285951;736307;17549;6;16;2048;16;4.000000;6.000000
fft2020-01-191758.nvt;15;8741;275716;442667;718383;294116;442191;736307;17549;6;16;2048;16;5.000000;6.000000
