benchmark;Promoted;Demoted;Writes DRAM;Writes PCM;Total writes;Reads on DRAM;Reads on PCM;Total reads;Pages on memory;BUFFER SIZE;TIME TO MIGRATE;COUNTERS SIZE;PROMOTE VALUE;DEMOTE VALUE
Qsort2020-01-191912;0;40832;242164;50;242214;411394;248;411642;38609;128;2048;16;5.000000;6.000000
Qsort2020-01-191912;0;40832;242164;50;242214;411394;248;411642;38609;128;2048;16;6.000000;6.000000
Qsort2020-01-191912;0;40832;242164;50;242214;411394;248;411642;38609;128;2048;16;7.000000;6.000000
Qsort2020-01-191912;0;40832;242164;50;242214;411394;248;411642;38609;128;2048;16;8.000000;6.000000
Qsort2020-01-191912;0;40832;242164;50;242214;411394;248;411642;38609;128;2048;16;9.000000;6.000000
Qsort2020-01-191912;0;10112;242175;39;242214;411567;75;411642;38609;128;8192;16;4.000000;6.000000
Qsort2020-01-191912;0;10112;242175;39;242214;411567;75;411642;38609;128;8192;16;5.000000;6.000000
Qsort2020-01-191912;0;10112;242175;39;242214;411567;75;411642;38609;128;8192;16;6.000000;6.000000
Qsort2020-01-191912;0;10112;242175;39;242214;411567;75;411642;38609;128;8192;16;7.000000;6.000000
Qsort2020-01-191912;0;10112;242175;39;242214;411567;75;411642;38609;128;8192;16;8.000000;6.000000
Qsort2020-01-191912;0;10112;242175;39;242214;411567;75;411642;38609;128;8192;16;9.000000;6.000000
Qsort2020-01-191912;0;2432;242199;15;242214;411625;17;411642;38609;128;32768;16;4.000000;6.000000
Qsort2020-01-191912;0;2432;242199;15;242214;411625;17;411642;38609;128;32768;16;5.000000;6.000000
Qsort2020-01-191912;0;2432;242199;15;242214;411625;17;411642;38609;128;32768;16;6.000000;6.000000
Qsort2020-01-191912;0;2432;242199;15;242214;411625;17;411642;38609;128;32768;16;7.000000;6.000000
Qsort2020-01-191912;0;2432;242199;15;242214;411625;17;411642;38609;128;32768;16;8.000000;6.000000
Qsort2020-01-191912;0;2432;242199;15;242214;411625;17;411642;38609;128;32768;16;9.000000;6.000000
Qsort2020-01-191912;0;40832;242164;50;242214;411394;248;411642;38609;128;2048;32;4.000000;6.000000
Qsort2020-01-191912;0;40832;242164;50;242214;411394;248;411642;38609;128;2048;32;5.000000;6.000000
Qsort2020-01-191912;0;40832;242164;50;242214;411394;248;411642;38609;128;2048;32;6.000000;6.000000
Qsort2020-01-191912;0;40832;242164;50;242214;411394;248;411642;38609;128;2048;32;7.000000;6.000000
Qsort2020-01-191912;0;40832;242164;50;242214;411394;248;411642;38609;128;2048;32;8.000000;6.000000
Qsort2020-01-191912;0;40832;242164;50;242214;411394;248;411642;38609;128;2048;32;9.000000;6.000000
Qsort2020-01-191912;0;10112;242175;39;242214;411567;75;411642;38609;128;8192;32;4.000000;6.000000
Qsort2020-01-191912;0;10112;242175;39;242214;411567;75;411642;38609;128;8192;32;5.000000;6.000000
Qsort2020-01-191912;0;10112;242175;39;242214;411567;75;411642;38609;128;8192;32;6.000000;6.000000
Qsort2020-01-191912;0;10112;242175;39;242214;411567;75;411642;38609;128;8192;32;7.000000;6.000000
Qsort2020-01-191912;0;10112;242175;39;242214;411567;75;411642;38609;128;8192;32;8.000000;6.000000
Qsort2020-01-191912;0;10112;242175;39;242214;411567;75;411642;38609;128;8192;32;9.000000;6.000000
Qsort2020-01-191912;0;2432;242199;15;242214;411625;17;411642;38609;128;32768;32;4.000000;6.000000
Qsort2020-01-191912;0;2432;242199;15;242214;411625;17;411642;38609;128;32768;32;5.000000;6.000000
Qsort2020-01-191912;0;2432;242199;15;242214;411625;17;411642;38609;128;32768;32;6.000000;6.000000
Qsort2020-01-191912;0;2432;242199;15;242214;411625;17;411642;38609;128;32768;32;7.000000;6.000000
Qsort2020-01-191912;0;2432;242199;15;242214;411625;17;411642;38609;128;32768;32;8.000000;6.000000
Qsort2020-01-191912;0;2432;242199;15;242214;411625;17;411642;38609;128;32768;32;9.000000;6.000000
Qsort2020-01-191912;0;40832;242164;50;242214;411394;248;411642;38609;128;2048;64;4.000000;6.000000
Qsort2020-01-191912;0;40832;242164;50;242214;411394;248;411642;38609;128;2048;64;5.000000;6.000000
Qsort2020-01-191912;0;40832;242164;50;242214;411394;248;411642;38609;128;2048;64;6.000000;6.000000
Qsort2020-01-191912;0;40832;242164;50;242214;411394;248;411642;38609;128;2048;64;7.000000;6.000000
Qsort2020-01-191912;0;40832;242164;50;242214;411394;248;411642;38609;128;2048;64;8.000000;6.000000
Qsort2020-01-191912;0;40832;242164;50;242214;411394;248;411642;38609;128;2048;64;9.000000;6.000000
Qsort2020-01-191912;0;10112;242175;39;242214;411567;75;411642;38609;128;8192;64;4.000000;6.000000
Qsort2020-01-191912;0;10112;242175;39;242214;411567;75;411642;38609;128;8192;64;5.000000;6.000000
Qsort2020-01-191912;0;10112;242175;39;242214;411567;75;411642;38609;128;8192;64;6.000000;6.000000
Qsort2020-01-191912;0;10112;242175;39;242214;411567;75;411642;38609;128;8192;64;7.000000;6.000000
Qsort2020-01-191912;0;10112;242175;39;242214;411567;75;411642;38609;128;8192;64;8.000000;6.000000
Qsort2020-01-191912;0;10112;242175;39;242214;411567;75;411642;38609;128;8192;64;9.000000;6.000000
Qsort2020-01-191912;0;2432;242199;15;242214;411625;17;411642;38609;128;32768;64;4.000000;6.000000
Qsort2020-01-191912;0;2432;242199;15;242214;411625;17;411642;38609;128;32768;64;5.000000;6.000000
Qsort2020-01-191912;0;2432;242199;15;242214;411625;17;411642;38609;128;32768;64;6.000000;6.000000
Qsort2020-01-191912;0;2432;242199;15;242214;411625;17;411642;38609;128;32768;64;7.000000;6.000000
Qsort2020-01-191912;0;2432;242199;15;242214;411625;17;411642;38609;128;32768;64;8.000000;6.000000
Qsort2020-01-191912;0;2432;242199;15;242214;411625;17;411642;38609;128;32768;64;9.000000;6.000000
Qsort2020-01-191912;0;5104;242212;2;242214;411638;4;411642;38609;16;2048;4;4.000000;5.000000
Qsort2020-01-191912;0;5104;242212;2;242214;411638;4;411642;38609;16;2048;4;5.000000;5.000000
Qsort2020-01-191912;0;5104;242212;2;242214;411638;4;411642;38609;16;2048;4;6.000000;5.000000
Qsort2020-01-191912;0;5104;242212;2;242214;411638;4;411642;38609;16;2048;4;7.000000;5.000000
Qsort2020-01-191912;0;5104;242212;2;242214;411638;4;411642;38609;16;2048;4;8.000000;5.000000
Qsort2020-01-191912;0;5104;242212;2;242214;411638;4;411642;38609;16;2048;4;9.000000;5.000000
Qsort2020-01-191912;0;1264;242214;0;242214;411642;0;411642;38609;16;8192;4;4.000000;5.000000
Qsort2020-01-191912;0;1264;242214;0;242214;411642;0;411642;38609;16;8192;4;5.000000;5.000000
Qsort2020-01-191912;0;1264;242214;0;242214;411642;0;411642;38609;16;8192;4;6.000000;5.000000
Qsort2020-01-191912;0;1264;242214;0;242214;411642;0;411642;38609;16;8192;4;7.000000;5.000000
Qsort2020-01-191912;0;1264;242214;0;242214;411642;0;411642;38609;16;8192;4;8.000000;5.000000
Qsort2020-01-191912;0;1264;242214;0;242214;411642;0;411642;38609;16;8192;4;9.000000;5.000000
Qsort2020-01-191912;0;304;242214;0;242214;411642;0;411642;38609;16;32768;4;4.000000;5.000000
Qsort2020-01-191912;0;304;242214;0;242214;411642;0;411642;38609;16;32768;4;5.000000;5.000000
Qsort2020-01-191912;0;304;242214;0;242214;411642;0;411642;38609;16;32768;4;6.000000;5.000000
Qsort2020-01-191912;0;304;242214;0;242214;411642;0;411642;38609;16;32768;4;7.000000;5.000000
Qsort2020-01-191912;0;304;242214;0;242214;411642;0;411642;38609;16;32768;4;8.000000;5.000000
Qsort2020-01-191912;0;304;242214;0;242214;411642;0;411642;38609;16;32768;4;9.000000;5.000000
Qsort2020-01-191912;0;5104;242212;2;242214;411638;4;411642;38609;16;2048;8;4.000000;5.000000
Qsort2020-01-191912;0;5104;242212;2;242214;411638;4;411642;38609;16;2048;8;5.000000;5.000000
Qsort2020-01-191912;0;5104;242212;2;242214;411638;4;411642;38609;16;2048;8;6.000000;5.000000
Qsort2020-01-191912;0;5104;242212;2;242214;411638;4;411642;38609;16;2048;8;7.000000;5.000000
Qsort2020-01-191912;0;5104;242212;2;242214;411638;4;411642;38609;16;2048;8;8.000000;5.000000
Qsort2020-01-191912;0;5104;242212;2;242214;411638;4;411642;38609;16;2048;8;9.000000;5.000000
Qsort2020-01-191912;0;1264;242214;0;242214;411642;0;411642;38609;16;8192;8;4.000000;5.000000
Qsort2020-01-191912;0;1264;242214;0;242214;411642;0;411642;38609;16;8192;8;5.000000;5.000000
Qsort2020-01-191912;0;1264;242214;0;242214;411642;0;411642;38609;16;8192;8;6.000000;5.000000
Qsort2020-01-191912;0;1264;242214;0;242214;411642;0;411642;38609;16;8192;8;7.000000;5.000000
Qsort2020-01-191912;0;1264;242214;0;242214;411642;0;411642;38609;16;8192;8;8.000000;5.000000
Qsort2020-01-191912;0;1264;242214;0;242214;411642;0;411642;38609;16;8192;8;9.000000;5.000000
Qsort2020-01-191912;0;304;242214;0;242214;411642;0;411642;38609;16;32768;8;4.000000;5.000000
Qsort2020-01-191912;0;304;242214;0;242214;411642;0;411642;38609;16;32768;8;5.000000;5.000000
Qsort2020-01-191912;0;304;242214;0;242214;411642;0;411642;38609;16;32768;8;6.000000;5.000000
Qsort2020-01-191912;0;304;242214;0;242214;411642;0;411642;38609;16;32768;8;7.000000;5.000000
Qsort2020-01-191912;0;304;242214;0;242214;411642;0;411642;38609;16;32768;8;8.000000;5.000000
Qsort2020-01-191912;0;304;242214;0;242214;411642;0;411642;38609;16;32768;8;9.000000;5.000000
Qsort2020-01-191912;0;5104;242212;2;242214;411638;4;411642;38609;16;2048;16;4.000000;5.000000
Qsort2020-01-191912;0;5104;242212;2;242214;411638;4;411642;38609;16;2048;16;5.000000;5.000000
Qsort2020-01-191912;0;5104;242212;2;242214;411638;4;411642;38609;16;2048;16;6.000000;5.000000
Qsort2020-01-191912;0;5104;242212;2;242214;411638;4;411642;38609;16;2048;16;7.000000;5.000000
Qsort2020-01-191912;0;5104;242212;2;242214;411638;4;411642;38609;16;2048;16;8.000000;5.000000
Qsort2020-01-191912;0;5104;242212;2;242214;411638;4;411642;38609;16;2048;16;9.000000;5.000000
Qsort2020-01-191912;0;1264;242214;0;242214;411642;0;411642;38609;16;8192;16;4.000000;5.000000
Qsort2020-01-191912;0;1264;242214;0;242214;411642;0;411642;38609;16;8192;16;5.000000;5.000000
Qsort2020-01-191912;0;1264;242214;0;242214;411642;0;411642;38609;16;8192;16;6.000000;5.000000
Qsort2020-01-191912;0;1264;242214;0;242214;411642;0;411642;38609;16;8192;16;7.000000;5.000000
Qsort2020-01-191912;0;1264;242214;0;242214;411642;0;411642;38609;16;8192;16;8.000000;5.000000
Qsort2020-01-191912;0;1264;242214;0;242214;411642;0;411642;38609;16;8192;16;9.000000;5.000000
Qsort2020-01-191912;0;304;242214;0;242214;411642;0;411642;38609;16;32768;16;4.000000;5.000000
Qsort2020-01-191912;0;304;242214;0;242214;411642;0;411642;38609;16;32768;16;5.000000;5.000000
Qsort2020-01-191912;0;304;242214;0;242214;411642;0;411642;38609;16;32768;16;6.000000;5.000000
Qsort2020-01-191912;0;304;242214;0;242214;411642;0;411642;38609;16;32768;16;7.000000;5.000000
Qsort2020-01-191912;0;304;242214;0;242214;411642;0;411642;38609;16;32768;16;8.000000;5.000000
Qsort2020-01-191912;0;304;242214;0;242214;411642;0;411642;38609;16;32768;16;9.000000;5.000000
Qsort2020-01-191912;0;5104;242212;2;242214;411638;4;411642;38609;16;2048;32;4.000000;5.000000
Qsort2020-01-191912;0;5104;242212;2;242214;411638;4;411642;38609;16;2048;32;5.000000;5.000000
Qsort2020-01-191912;0;5104;242212;2;242214;411638;4;411642;38609;16;2048;32;6.000000;5.000000
Qsort2020-01-191912;0;5104;242212;2;242214;411638;4;411642;38609;16;2048;32;7.000000;5.000000
Qsort2020-01-191912;0;5104;242212;2;242214;411638;4;411642;38609;16;2048;32;8.000000;5.000000
Qsort2020-01-191912;0;5104;242212;2;242214;411638;4;411642;38609;16;2048;32;9.000000;5.000000
Qsort2020-01-191912;0;1264;242214;0;242214;411642;0;411642;38609;16;8192;32;4.000000;5.000000
Qsort2020-01-191912;0;1264;242214;0;242214;411642;0;411642;38609;16;8192;32;5.000000;5.000000
Qsort2020-01-191912;0;1264;242214;0;242214;411642;0;411642;38609;16;8192;32;6.000000;5.000000
Qsort2020-01-191912;0;1264;242214;0;242214;411642;0;411642;38609;16;8192;32;7.000000;5.000000
Qsort2020-01-191912;0;1264;242214;0;242214;411642;0;411642;38609;16;8192;32;8.000000;5.000000
Qsort2020-01-191912;0;1264;242214;0;242214;411642;0;411642;38609;16;8192;32;9.000000;5.000000
Qsort2020-01-191912;0;304;242214;0;242214;411642;0;411642;38609;16;32768;32;4.000000;5.000000
Qsort2020-01-191912;0;304;242214;0;242214;411642;0;411642;38609;16;32768;32;5.000000;5.000000
Qsort2020-01-191912;0;304;242214;0;242214;411642;0;411642;38609;16;32768;32;6.000000;5.000000
Qsort2020-01-191912;0;304;242214;0;242214;411642;0;411642;38609;16;32768;32;7.000000;5.000000
Qsort2020-01-191912;0;304;242214;0;242214;411642;0;411642;38609;16;32768;32;8.000000;5.000000
Qsort2020-01-191912;0;304;242214;0;242214;411642;0;411642;38609;16;32768;32;9.000000;5.000000
Qsort2020-01-191912;0;5104;242212;2;242214;411638;4;411642;38609;16;2048;64;4.000000;5.000000
Qsort2020-01-191912;0;5104;242212;2;242214;411638;4;411642;38609;16;2048;64;5.000000;5.000000
Qsort2020-01-191912;0;5104;242212;2;242214;411638;4;411642;38609;16;2048;64;6.000000;5.000000
Qsort2020-01-191912;0;5104;242212;2;242214;411638;4;411642;38609;16;2048;64;7.000000;5.000000
Qsort2020-01-191912;0;5104;242212;2;242214;411638;4;411642;38609;16;2048;64;8.000000;5.000000
Qsort2020-01-191912;0;5104;242212;2;242214;411638;4;411642;38609;16;2048;64;9.000000;5.000000
Qsort2020-01-191912;0;1264;242214;0;242214;411642;0;411642;38609;16;8192;64;4.000000;5.000000
Qsort2020-01-191912;0;1264;242214;0;242214;411642;0;411642;38609;16;8192;64;5.000000;5.000000
Qsort2020-01-191912;0;1264;242214;0;242214;411642;0;411642;38609;16;8192;64;6.000000;5.000000
Qsort2020-01-191912;0;1264;242214;0;242214;411642;0;411642;38609;16;8192;64;7.000000;5.000000
Qsort2020-01-191912;0;1264;242214;0;242214;411642;0;411642;38609;16;8192;64;8.000000;5.000000
Qsort2020-01-191912;0;1264;242214;0;242214;411642;0;411642;38609;16;8192;64;9.000000;5.000000
Qsort2020-01-191912;0;304;242214;0;242214;411642;0;411642;38609;16;32768;64;4.000000;5.000000
Qsort2020-01-191912;0;304;242214;0;242214;411642;0;411642;38609;16;32768;64;5.000000;5.000000
Qsort2020-01-191912;0;304;242214;0;242214;411642;0;411642;38609;16;32768;64;6.000000;5.000000
Qsort2020-01-191912;0;304;242214;0;242214;411642;0;411642;38609;16;32768;64;7.000000;5.000000
Qsort2020-01-191912;0;304;242214;0;242214;411642;0;411642;38609;16;32768;64;8.000000;5.000000
Qsort2020-01-191912;0;304;242214;0;242214;411642;0;411642;38609;16;32768;64;9.000000;5.000000
Qsort2020-01-191912;0;10208;242212;2;242214;411638;4;411642;38609;32;2048;4;4.000000;5.000000
Qsort2020-01-191912;0;10208;242212;2;242214;411638;4;411642;38609;32;2048;4;5.000000;5.000000
Qsort2020-01-191912;0;10208;242212;2;242214;411638;4;411642;38609;32;2048;4;6.000000;5.000000
Qsort2020-01-191912;0;10208;242212;2;242214;411638;4;411642;38609;32;2048;4;7.000000;5.000000
Qsort2020-01-191912;0;10208;242212;2;242214;411638;4;411642;38609;32;2048;4;8.000000;5.000000
Qsort2020-01-191912;0;10208;242212;2;242214;411638;4;411642;38609;32;2048;4;9.000000;5.000000
Qsort2020-01-191912;0;2528;242214;0;242214;411642;0;411642;38609;32;8192;4;4.000000;5.000000
Qsort2020-01-191912;0;2528;242214;0;242214;411642;0;411642;38609;32;8192;4;5.000000;5.000000
Qsort2020-01-191912;0;2528;242214;0;242214;411642;0;411642;38609;32;8192;4;6.000000;5.000000
Qsort2020-01-191912;0;2528;242214;0;242214;411642;0;411642;38609;32;8192;4;7.000000;5.000000
Qsort2020-01-191912;0;2528;242214;0;242214;411642;0;411642;38609;32;8192;4;8.000000;5.000000
Qsort2020-01-191912;0;2528;242214;0;242214;411642;0;411642;38609;32;8192;4;9.000000;5.000000
Qsort2020-01-191912;0;608;242214;0;242214;411642;0;411642;38609;32;32768;4;4.000000;5.000000
Qsort2020-01-191912;0;608;242214;0;242214;411642;0;411642;38609;32;32768;4;5.000000;5.000000
Qsort2020-01-191912;0;608;242214;0;242214;411642;0;411642;38609;32;32768;4;6.000000;5.000000
Qsort2020-01-191912;0;608;242214;0;242214;411642;0;411642;38609;32;32768;4;7.000000;5.000000
Qsort2020-01-191912;0;608;242214;0;242214;411642;0;411642;38609;32;32768;4;8.000000;5.000000
Qsort2020-01-191912;0;608;242214;0;242214;411642;0;411642;38609;32;32768;4;9.000000;5.000000
Qsort2020-01-191912;0;10208;242212;2;242214;411638;4;411642;38609;32;2048;8;4.000000;5.000000
Qsort2020-01-191912;0;10208;242212;2;242214;411638;4;411642;38609;32;2048;8;5.000000;5.000000
Qsort2020-01-191912;0;10208;242212;2;242214;411638;4;411642;38609;32;2048;8;6.000000;5.000000
Qsort2020-01-191912;0;10208;242212;2;242214;411638;4;411642;38609;32;2048;8;7.000000;5.000000
Qsort2020-01-191912;0;10208;242212;2;242214;411638;4;411642;38609;32;2048;8;8.000000;5.000000
Qsort2020-01-191912;0;10208;242212;2;242214;411638;4;411642;38609;32;2048;8;9.000000;5.000000
Qsort2020-01-191912;0;2528;242214;0;242214;411642;0;411642;38609;32;8192;8;4.000000;5.000000
Qsort2020-01-191912;0;2528;242214;0;242214;411642;0;411642;38609;32;8192;8;5.000000;5.000000
Qsort2020-01-191912;0;2528;242214;0;242214;411642;0;411642;38609;32;8192;8;6.000000;5.000000
Qsort2020-01-191912;0;2528;242214;0;242214;411642;0;411642;38609;32;8192;8;7.000000;5.000000
Qsort2020-01-191912;0;2528;242214;0;242214;411642;0;411642;38609;32;8192;8;8.000000;5.000000
Qsort2020-01-191912;0;2528;242214;0;242214;411642;0;411642;38609;32;8192;8;9.000000;5.000000
Qsort2020-01-191912;0;608;242214;0;242214;411642;0;411642;38609;32;32768;8;4.000000;5.000000
Qsort2020-01-191912;0;608;242214;0;242214;411642;0;411642;38609;32;32768;8;5.000000;5.000000
Qsort2020-01-191912;0;608;242214;0;242214;411642;0;411642;38609;32;32768;8;6.000000;5.000000
Qsort2020-01-191912;0;608;242214;0;242214;411642;0;411642;38609;32;32768;8;7.000000;5.000000
Qsort2020-01-191912;0;608;242214;0;242214;411642;0;411642;38609;32;32768;8;8.000000;5.000000
Qsort2020-01-191912;0;608;242214;0;242214;411642;0;411642;38609;32;32768;8;9.000000;5.000000
Qsort2020-01-191912;0;10208;242212;2;242214;411638;4;411642;38609;32;2048;16;4.000000;5.000000
Qsort2020-01-191912;0;10208;242212;2;242214;411638;4;411642;38609;32;2048;16;5.000000;5.000000
Qsort2020-01-191912;0;10208;242212;2;242214;411638;4;411642;38609;32;2048;16;6.000000;5.000000
Qsort2020-01-191912;0;10208;242212;2;242214;411638;4;411642;38609;32;2048;16;7.000000;5.000000
Qsort2020-01-191912;0;10208;242212;2;242214;411638;4;411642;38609;32;2048;16;8.000000;5.000000
Qsort2020-01-191912;0;10208;242212;2;242214;411638;4;411642;38609;32;2048;16;9.000000;5.000000
Qsort2020-01-191912;0;2528;242214;0;242214;411642;0;411642;38609;32;8192;16;4.000000;5.000000
Qsort2020-01-191912;0;2528;242214;0;242214;411642;0;411642;38609;32;8192;16;5.000000;5.000000
Qsort2020-01-191912;0;2528;242214;0;242214;411642;0;411642;38609;32;8192;16;6.000000;5.000000
Qsort2020-01-191912;0;2528;242214;0;242214;411642;0;411642;38609;32;8192;16;7.000000;5.000000
Qsort2020-01-191912;0;2528;242214;0;242214;411642;0;411642;38609;32;8192;16;8.000000;5.000000
Qsort2020-01-191912;0;2528;242214;0;242214;411642;0;411642;38609;32;8192;16;9.000000;5.000000
Qsort2020-01-191912;0;608;242214;0;242214;411642;0;411642;38609;32;32768;16;4.000000;5.000000
Qsort2020-01-191912;0;608;242214;0;242214;411642;0;411642;38609;32;32768;16;5.000000;5.000000
Qsort2020-01-191912;0;608;242214;0;242214;411642;0;411642;38609;32;32768;16;6.000000;5.000000
Qsort2020-01-191912;0;608;242214;0;242214;411642;0;411642;38609;32;32768;16;7.000000;5.000000
Qsort2020-01-191912;0;608;242214;0;242214;411642;0;411642;38609;32;32768;16;8.000000;5.000000
Qsort2020-01-191912;0;608;242214;0;242214;411642;0;411642;38609;32;32768;16;9.000000;5.000000
Qsort2020-01-191912;0;10208;242212;2;242214;411638;4;411642;38609;32;2048;32;4.000000;5.000000
Qsort2020-01-191912;0;10208;242212;2;242214;411638;4;411642;38609;32;2048;32;5.000000;5.000000
Qsort2020-01-191912;0;10208;242212;2;242214;411638;4;411642;38609;32;2048;32;6.000000;5.000000
Qsort2020-01-191912;0;10208;242212;2;242214;411638;4;411642;38609;32;2048;32;7.000000;5.000000
Qsort2020-01-191912;0;10208;242212;2;242214;411638;4;411642;38609;32;2048;32;8.000000;5.000000
Qsort2020-01-191912;0;10208;242212;2;242214;411638;4;411642;38609;32;2048;32;9.000000;5.000000
Qsort2020-01-191912;0;2528;242214;0;242214;411642;0;411642;38609;32;8192;32;4.000000;5.000000
Qsort2020-01-191912;0;2528;242214;0;242214;411642;0;411642;38609;32;8192;32;5.000000;5.000000
Qsort2020-01-191912;0;2528;242214;0;242214;411642;0;411642;38609;32;8192;32;6.000000;5.000000
Qsort2020-01-191912;0;2528;242214;0;242214;411642;0;411642;38609;32;8192;32;7.000000;5.000000
Qsort2020-01-191912;0;2528;242214;0;242214;411642;0;411642;38609;32;8192;32;8.000000;5.000000
Qsort2020-01-191912;0;2528;242214;0;242214;411642;0;411642;38609;32;8192;32;9.000000;5.000000
Qsort2020-01-191912;0;608;242214;0;242214;411642;0;411642;38609;32;32768;32;4.000000;5.000000
Qsort2020-01-191912;0;608;242214;0;242214;411642;0;411642;38609;32;32768;32;5.000000;5.000000
Qsort2020-01-191912;0;608;242214;0;242214;411642;0;411642;38609;32;32768;32;6.000000;5.000000
Qsort2020-01-191912;0;608;242214;0;242214;411642;0;411642;38609;32;32768;32;7.000000;5.000000
Qsort2020-01-191912;0;608;242214;0;242214;411642;0;411642;38609;32;32768;32;8.000000;5.000000
Qsort2020-01-191912;0;608;242214;0;242214;411642;0;411642;38609;32;32768;32;9.000000;5.000000
Qsort2020-01-191912;0;10208;242212;2;242214;411638;4;411642;38609;32;2048;64;4.000000;5.000000
Qsort2020-01-191912;0;10208;242212;2;242214;411638;4;411642;38609;32;2048;64;5.000000;5.000000
Qsort2020-01-191912;0;10208;242212;2;242214;411638;4;411642;38609;32;2048;64;6.000000;5.000000
Qsort2020-01-191912;0;10208;242212;2;242214;411638;4;411642;38609;32;2048;64;7.000000;5.000000
Qsort2020-01-191912;0;10208;242212;2;242214;411638;4;411642;38609;32;2048;64;8.000000;5.000000
Qsort2020-01-191912;0;10208;242212;2;242214;411638;4;411642;38609;32;2048;64;9.000000;5.000000
Qsort2020-01-191912;0;2528;242214;0;242214;411642;0;411642;38609;32;8192;64;4.000000;5.000000
Qsort2020-01-191912;0;2528;242214;0;242214;411642;0;411642;38609;32;8192;64;5.000000;5.000000
Qsort2020-01-191912;0;2528;242214;0;242214;411642;0;411642;38609;32;8192;64;6.000000;5.000000
Qsort2020-01-191912;0;2528;242214;0;242214;411642;0;411642;38609;32;8192;64;7.000000;5.000000
Qsort2020-01-191912;0;2528;242214;0;242214;411642;0;411642;38609;32;8192;64;8.000000;5.000000
Qsort2020-01-191912;0;2528;242214;0;242214;411642;0;411642;38609;32;8192;64;9.000000;5.000000
Qsort2020-01-191912;0;608;242214;0;242214;411642;0;411642;38609;32;32768;64;4.000000;5.000000
Qsort2020-01-191912;0;608;242214;0;242214;411642;0;411642;38609;32;32768;64;5.000000;5.000000
Qsort2020-01-191912;0;608;242214;0;242214;411642;0;411642;38609;32;32768;64;6.000000;5.000000
Qsort2020-01-191912;0;608;242214;0;242214;411642;0;411642;38609;32;32768;64;7.000000;5.000000
Qsort2020-01-191912;0;608;242214;0;242214;411642;0;411642;38609;32;32768;64;8.000000;5.000000
Qsort2020-01-191912;0;608;242214;0;242214;411642;0;411642;38609;32;32768;64;9.000000;5.000000
Qsort2020-01-191912;0;20416;242212;2;242214;411638;4;411642;38609;64;2048;4;4.000000;5.000000
Qsort2020-01-191912;0;20416;242212;2;242214;411638;4;411642;38609;64;2048;4;5.000000;5.000000
Qsort2020-01-191912;0;20416;242212;2;242214;411638;4;411642;38609;64;2048;4;6.000000;5.000000
Qsort2020-01-191912;0;20416;242212;2;242214;411638;4;411642;38609;64;2048;4;7.000000;5.000000
Qsort2020-01-191912;0;20416;242212;2;242214;411638;4;411642;38609;64;2048;4;8.000000;5.000000
Qsort2020-01-191912;0;20416;242212;2;242214;411638;4;411642;38609;64;2048;4;9.000000;5.000000
Qsort2020-01-191912;0;5056;242214;0;242214;411642;0;411642;38609;64;8192;4;4.000000;5.000000
Qsort2020-01-191912;0;5056;242214;0;242214;411642;0;411642;38609;64;8192;4;5.000000;5.000000
Qsort2020-01-191912;0;5056;242214;0;242214;411642;0;411642;38609;64;8192;4;6.000000;5.000000
Qsort2020-01-191912;0;5056;242214;0;242214;411642;0;411642;38609;64;8192;4;7.000000;5.000000
Qsort2020-01-191912;0;5056;242214;0;242214;411642;0;411642;38609;64;8192;4;8.000000;5.000000
Qsort2020-01-191912;0;5056;242214;0;242214;411642;0;411642;38609;64;8192;4;9.000000;5.000000
Qsort2020-01-191912;0;1216;242214;0;242214;411642;0;411642;38609;64;32768;4;4.000000;5.000000
Qsort2020-01-191912;0;1216;242214;0;242214;411642;0;411642;38609;64;32768;4;5.000000;5.000000
Qsort2020-01-191912;0;1216;242214;0;242214;411642;0;411642;38609;64;32768;4;6.000000;5.000000
Qsort2020-01-191912;0;1216;242214;0;242214;411642;0;411642;38609;64;32768;4;7.000000;5.000000
Qsort2020-01-191912;0;1216;242214;0;242214;411642;0;411642;38609;64;32768;4;8.000000;5.000000
Qsort2020-01-191912;0;1216;242214;0;242214;411642;0;411642;38609;64;32768;4;9.000000;5.000000
Qsort2020-01-191912;0;20416;242212;2;242214;411638;4;411642;38609;64;2048;8;4.000000;5.000000
Qsort2020-01-191912;0;20416;242212;2;242214;411638;4;411642;38609;64;2048;8;5.000000;5.000000
Qsort2020-01-191912;0;20416;242212;2;242214;411638;4;411642;38609;64;2048;8;6.000000;5.000000
Qsort2020-01-191912;0;20416;242212;2;242214;411638;4;411642;38609;64;2048;8;7.000000;5.000000
Qsort2020-01-191912;0;20416;242212;2;242214;411638;4;411642;38609;64;2048;8;8.000000;5.000000
Qsort2020-01-191912;0;20416;242212;2;242214;411638;4;411642;38609;64;2048;8;9.000000;5.000000
Qsort2020-01-191912;0;5056;242214;0;242214;411642;0;411642;38609;64;8192;8;4.000000;5.000000
Qsort2020-01-191912;0;5056;242214;0;242214;411642;0;411642;38609;64;8192;8;5.000000;5.000000
Qsort2020-01-191912;0;5056;242214;0;242214;411642;0;411642;38609;64;8192;8;6.000000;5.000000
Qsort2020-01-191912;0;5056;242214;0;242214;411642;0;411642;38609;64;8192;8;7.000000;5.000000
Qsort2020-01-191912;0;5056;242214;0;242214;411642;0;411642;38609;64;8192;8;8.000000;5.000000
Qsort2020-01-191912;0;5056;242214;0;242214;411642;0;411642;38609;64;8192;8;9.000000;5.000000
