benchmark;Promoted;Demoted;Writes DRAM;Writes PCM;Total writes;Reads on DRAM;Reads on PCM;Total reads;Pages on memory;BUFFER SIZE;TIME TO MIGRATE;COUNTERS SIZE;PROMOTE VALUE;DEMOTE VALUE
Basicmath2020-01-191653;0;1286;30135;8782481;8812616;31372;8782491;8813863;1606;256;32768;8;7.000000;5.000000
Basicmath2020-01-191653;0;1286;30135;8782481;8812616;31372;8782491;8813863;1606;256;32768;8;8.000000;5.000000
Basicmath2020-01-191653;0;1286;30135;8782481;8812616;31372;8782491;8813863;1606;256;32768;8;9.000000;5.000000
Basicmath2020-01-191653;65224;66504;3326400;5486216;8812616;3328454;5485409;8813863;1606;256;2048;16;4.000000;5.000000
Basicmath2020-01-191653;3910;5205;199756;8612860;8812616;203225;8610638;8813863;1606;256;2048;16;5.000000;5.000000
Basicmath2020-01-191653;0;1295;1611;8811005;8812616;2845;8811018;8813863;1606;256;2048;16;6.000000;5.000000
Basicmath2020-01-191653;0;1295;1611;8811005;8812616;2845;8811018;8813863;1606;256;2048;16;7.000000;5.000000
Basicmath2020-01-191653;0;1295;1611;8811005;8812616;2845;8811018;8813863;1606;256;2048;16;8.000000;5.000000
Basicmath2020-01-191653;0;1295;1611;8811005;8812616;2845;8811018;8813863;1606;256;2048;16;9.000000;5.000000
Basicmath2020-01-191653;17036;18314;3439654;5372962;8812616;3441040;5372823;8813863;1606;256;8192;16;4.000000;5.000000
Basicmath2020-01-191653;1002;2295;209618;8602998;8812616;211419;8602444;8813863;1606;256;8192;16;5.000000;5.000000
Basicmath2020-01-191653;0;1293;7080;8805536;8812616;8317;8805546;8813863;1606;256;8192;16;6.000000;5.000000
Basicmath2020-01-191653;0;1293;7080;8805536;8812616;8317;8805546;8813863;1606;256;8192;16;7.000000;5.000000
Basicmath2020-01-191653;0;1293;7080;8805536;8812616;8317;8805546;8813863;1606;256;8192;16;8.000000;5.000000
Basicmath2020-01-191653;0;1293;7080;8805536;8812616;8317;8805546;8813863;1606;256;8192;16;9.000000;5.000000
Basicmath2020-01-191653;4015;5287;3188213;5624403;8812616;3189565;5624298;8813863;1606;256;32768;16;4.000000;5.000000
Basicmath2020-01-191653;236;1522;225895;8586721;8812616;227315;8586548;8813863;1606;256;32768;16;5.000000;5.000000
Basicmath2020-01-191653;0;1286;30135;8782481;8812616;31372;8782491;8813863;1606;256;32768;16;6.000000;5.000000
Basicmath2020-01-191653;0;1286;30135;8782481;8812616;31372;8782491;8813863;1606;256;32768;16;7.000000;5.000000
Basicmath2020-01-191653;0;1286;30135;8782481;8812616;31372;8782491;8813863;1606;256;32768;16;8.000000;5.000000
Basicmath2020-01-191653;0;1286;30135;8782481;8812616;31372;8782491;8813863;1606;256;32768;16;9.000000;5.000000
Basicmath2020-01-191653;65606;66901;3298870;5513746;8812616;3300488;5513375;8813863;1606;256;2048;32;4.000000;5.000000
Basicmath2020-01-191653;0;1295;1582;8811034;8812616;2815;8811048;8813863;1606;256;2048;32;5.000000;5.000000
Basicmath2020-01-191653;0;1295;1582;8811034;8812616;2815;8811048;8813863;1606;256;2048;32;6.000000;5.000000
Basicmath2020-01-191653;0;1295;1582;8811034;8812616;2815;8811048;8813863;1606;256;2048;32;7.000000;5.000000
Basicmath2020-01-191653;0;1295;1582;8811034;8812616;2815;8811048;8813863;1606;256;2048;32;8.000000;5.000000
Basicmath2020-01-191653;0;1295;1582;8811034;8812616;2815;8811048;8813863;1606;256;2048;32;9.000000;5.000000
Basicmath2020-01-191653;16848;18126;3288476;5524140;8812616;3289760;5524103;8813863;1606;256;8192;32;4.000000;5.000000
Basicmath2020-01-191653;0;1293;6963;8805653;8812616;8200;8805663;8813863;1606;256;8192;32;5.000000;5.000000
Basicmath2020-01-191653;0;1293;6963;8805653;8812616;8200;8805663;8813863;1606;256;8192;32;6.000000;5.000000
Basicmath2020-01-191653;0;1293;6963;8805653;8812616;8200;8805663;8813863;1606;256;8192;32;7.000000;5.000000
Basicmath2020-01-191653;0;1293;6963;8805653;8812616;8200;8805663;8813863;1606;256;8192;32;8.000000;5.000000
Basicmath2020-01-191653;0;1293;6963;8805653;8812616;8200;8805663;8813863;1606;256;8192;32;9.000000;5.000000
Basicmath2020-01-191653;4247;5533;3274359;5538257;8812616;3275613;5538250;8813863;1606;256;32768;32;4.000000;5.000000
Basicmath2020-01-191653;0;1286;30135;8782481;8812616;31372;8782491;8813863;1606;256;32768;32;5.000000;5.000000
Basicmath2020-01-191653;0;1286;30135;8782481;8812616;31372;8782491;8813863;1606;256;32768;32;6.000000;5.000000
Basicmath2020-01-191653;0;1286;30135;8782481;8812616;31372;8782491;8813863;1606;256;32768;32;7.000000;5.000000
Basicmath2020-01-191653;0;1286;30135;8782481;8812616;31372;8782491;8813863;1606;256;32768;32;8.000000;5.000000
Basicmath2020-01-191653;0;1286;30135;8782481;8812616;31372;8782491;8813863;1606;256;32768;32;9.000000;5.000000
Basicmath2020-01-191653;62954;64249;3134793;5677823;8812616;3136058;5677805;8813863;1606;256;2048;64;4.000000;5.000000
Basicmath2020-01-191653;2;1297;1644;8810972;8812616;2877;8810986;8813863;1606;256;2048;64;5.000000;5.000000
Basicmath2020-01-191653;0;1295;1582;8811034;8812616;2815;8811048;8813863;1606;256;2048;64;6.000000;5.000000
Basicmath2020-01-191653;0;1295;1582;8811034;8812616;2815;8811048;8813863;1606;256;2048;64;7.000000;5.000000
Basicmath2020-01-191653;0;1295;1582;8811034;8812616;2815;8811048;8813863;1606;256;2048;64;8.000000;5.000000
Basicmath2020-01-191653;0;1295;1582;8811034;8812616;2815;8811048;8813863;1606;256;2048;64;9.000000;5.000000
Basicmath2020-01-191653;16927;18220;3350304;5462312;8812616;3351534;5462329;8813863;1606;256;8192;64;4.000000;5.000000
Basicmath2020-01-191653;0;1293;6963;8805653;8812616;8200;8805663;8813863;1606;256;8192;64;5.000000;5.000000
Basicmath2020-01-191653;0;1293;6963;8805653;8812616;8200;8805663;8813863;1606;256;8192;64;6.000000;5.000000
Basicmath2020-01-191653;0;1293;6963;8805653;8812616;8200;8805663;8813863;1606;256;8192;64;7.000000;5.000000
Basicmath2020-01-191653;0;1293;6963;8805653;8812616;8200;8805663;8813863;1606;256;8192;64;8.000000;5.000000
Basicmath2020-01-191653;0;1293;6963;8805653;8812616;8200;8805663;8813863;1606;256;8192;64;9.000000;5.000000
Basicmath2020-01-191653;4053;5339;3089436;5723180;8812616;3090676;5723187;8813863;1606;256;32768;64;4.000000;5.000000
Basicmath2020-01-191653;0;1286;30135;8782481;8812616;31372;8782491;8813863;1606;256;32768;64;5.000000;5.000000
Basicmath2020-01-191653;0;1286;30135;8782481;8812616;31372;8782491;8813863;1606;256;32768;64;6.000000;5.000000
Basicmath2020-01-191653;0;1286;30135;8782481;8812616;31372;8782491;8813863;1606;256;32768;64;7.000000;5.000000
Basicmath2020-01-191653;0;1286;30135;8782481;8812616;31372;8782491;8813863;1606;256;32768;64;8.000000;5.000000
Basicmath2020-01-191653;0;1286;30135;8782481;8812616;31372;8782491;8813863;1606;256;32768;64;9.000000;5.000000
Basicmath2020-01-191653;26071;27348;5978471;2834145;8812616;5987039;2826824;8813863;1606;256;2048;4;4.000000;4.000000
Basicmath2020-01-191653;10334;11616;2473947;6338669;8812616;2475607;6338256;8813863;1606;256;2048;4;5.000000;4.000000
Basicmath2020-01-191653;0;1295;3905;8808711;8812616;5142;8808721;8813863;1606;256;2048;4;6.000000;4.000000
Basicmath2020-01-191653;0;1295;3905;8808711;8812616;5142;8808721;8813863;1606;256;2048;4;7.000000;4.000000
Basicmath2020-01-191653;0;1295;3905;8808711;8812616;5142;8808721;8813863;1606;256;2048;4;8.000000;4.000000
Basicmath2020-01-191653;0;1295;3905;8808711;8812616;5142;8808721;8813863;1606;256;2048;4;9.000000;4.000000
Basicmath2020-01-191653;7326;8601;5947133;2865483;8812616;5949920;2863943;8813863;1606;256;8192;4;4.000000;4.000000
Basicmath2020-01-191653;2635;3921;2201238;6611378;8812616;2202484;6611379;8813863;1606;256;8192;4;5.000000;4.000000
Basicmath2020-01-191653;0;1293;71773;8740843;8812616;73014;8740849;8813863;1606;256;8192;4;6.000000;4.000000
Basicmath2020-01-191653;0;1293;71773;8740843;8812616;73014;8740849;8813863;1606;256;8192;4;7.000000;4.000000
Basicmath2020-01-191653;0;1293;71773;8740843;8812616;73014;8740849;8813863;1606;256;8192;4;8.000000;4.000000
Basicmath2020-01-191653;0;1293;71773;8740843;8812616;73014;8740849;8813863;1606;256;8192;4;9.000000;4.000000
Basicmath2020-01-191653;1952;3223;5775618;3036998;8812616;5777383;3036480;8813863;1606;256;32768;4;4.000000;4.000000
Basicmath2020-01-191653;720;1999;1923532;6889084;8812616;1924739;6889124;8813863;1606;256;32768;4;5.000000;4.000000
Basicmath2020-01-191653;0;1286;127857;8684759;8812616;129100;8684763;8813863;1606;256;32768;4;6.000000;4.000000
Basicmath2020-01-191653;0;1286;127857;8684759;8812616;129100;8684763;8813863;1606;256;32768;4;7.000000;4.000000
Basicmath2020-01-191653;0;1286;127857;8684759;8812616;129100;8684763;8813863;1606;256;32768;4;8.000000;4.000000
Basicmath2020-01-191653;0;1286;127857;8684759;8812616;129100;8684763;8813863;1606;256;32768;4;9.000000;4.000000
Basicmath2020-01-191653;44303;45583;4935563;3877053;8812616;4940643;3873220;8813863;1606;256;2048;8;4.000000;4.000000
Basicmath2020-01-191653;512;1805;51350;8761266;8812616;52932;8760931;8813863;1606;256;2048;8;5.000000;4.000000
Basicmath2020-01-191653;0;1295;2377;8810239;8812616;3612;8810251;8813863;1606;256;2048;8;6.000000;4.000000
Basicmath2020-01-191653;0;1295;2377;8810239;8812616;3612;8810251;8813863;1606;256;2048;8;7.000000;4.000000
Basicmath2020-01-191653;0;1295;2377;8810239;8812616;3612;8810251;8813863;1606;256;2048;8;8.000000;4.000000
Basicmath2020-01-191653;0;1295;2377;8810239;8812616;3612;8810251;8813863;1606;256;2048;8;9.000000;4.000000
Basicmath2020-01-191653;11684;12977;4834691;3977925;8812616;4836768;3977095;8813863;1606;256;8192;8;4.000000;4.000000
Basicmath2020-01-191653;107;1400;71371;8741245;8812616;72680;8741183;8813863;1606;256;8192;8;5.000000;4.000000
Basicmath2020-01-191653;0;1293;8318;8804298;8812616;9555;8804308;8813863;1606;256;8192;8;6.000000;4.000000
Basicmath2020-01-191653;0;1293;8318;8804298;8812616;9555;8804308;8813863;1606;256;8192;8;7.000000;4.000000
Basicmath2020-01-191653;0;1293;8318;8804298;8812616;9555;8804308;8813863;1606;256;8192;8;8.000000;4.000000
Basicmath2020-01-191653;0;1293;8318;8804298;8812616;9555;8804308;8813863;1606;256;8192;8;9.000000;4.000000
Basicmath2020-01-191653;2712;3997;4555663;4256953;8812616;4557184;4256679;8813863;1606;256;32768;8;4.000000;4.000000
Basicmath2020-01-191653;16;1302;89510;8723106;8812616;90765;8723098;8813863;1606;256;32768;8;5.000000;4.000000
Basicmath2020-01-191653;0;1286;66921;8745695;8812616;68163;8745700;8813863;1606;256;32768;8;6.000000;4.000000
Basicmath2020-01-191653;0;1286;66921;8745695;8812616;68163;8745700;8813863;1606;256;32768;8;7.000000;4.000000
Basicmath2020-01-191653;0;1286;66921;8745695;8812616;68163;8745700;8813863;1606;256;32768;8;8.000000;4.000000
Basicmath2020-01-191653;0;1286;66921;8745695;8812616;68163;8745700;8813863;1606;256;32768;8;9.000000;4.000000
Basicmath2020-01-191653;40903;42183;5617808;3194808;8812616;5619678;3194185;8813863;1606;256;2048;16;4.000000;4.000000
Basicmath2020-01-191653;3898;5193;543764;8268852;8812616;547496;8266367;8813863;1606;256;2048;16;5.000000;4.000000
Basicmath2020-01-191653;0;1295;7134;8805482;8812616;8368;8805495;8813863;1606;256;2048;16;6.000000;4.000000
Basicmath2020-01-191653;0;1295;7134;8805482;8812616;8368;8805495;8813863;1606;256;2048;16;7.000000;4.000000
Basicmath2020-01-191653;0;1295;7134;8805482;8812616;8368;8805495;8813863;1606;256;2048;16;8.000000;4.000000
Basicmath2020-01-191653;0;1295;7134;8805482;8812616;8368;8805495;8813863;1606;256;2048;16;9.000000;4.000000
Basicmath2020-01-191653;9308;10586;5544646;3267970;8812616;5545962;3267901;8813863;1606;256;8192;16;4.000000;4.000000
Basicmath2020-01-191653;982;2275;607912;8204704;8812616;609778;8204085;8813863;1606;256;8192;16;5.000000;4.000000
Basicmath2020-01-191653;0;1293;24667;8787949;8812616;25900;8787963;8813863;1606;256;8192;16;6.000000;4.000000
Basicmath2020-01-191653;0;1293;24667;8787949;8812616;25900;8787963;8813863;1606;256;8192;16;7.000000;4.000000
Basicmath2020-01-191653;0;1293;24667;8787949;8812616;25900;8787963;8813863;1606;256;8192;16;8.000000;4.000000
Basicmath2020-01-191653;0;1293;24667;8787949;8812616;25900;8787963;8813863;1606;256;8192;16;9.000000;4.000000
Basicmath2020-01-191653;2061;3332;5386807;3425809;8812616;5388083;3425780;8813863;1606;256;32768;16;4.000000;4.000000
Basicmath2020-01-191653;220;1499;681133;8131483;8812616;682535;8131328;8813863;1606;256;32768;16;5.000000;4.000000
Basicmath2020-01-191653;0;1286;100374;8712242;8812616;101612;8712251;8813863;1606;256;32768;16;6.000000;4.000000
Basicmath2020-01-191653;0;1286;100374;8712242;8812616;101612;8712251;8813863;1606;256;32768;16;7.000000;4.000000
Basicmath2020-01-191653;0;1286;100374;8712242;8812616;101612;8712251;8813863;1606;256;32768;16;8.000000;4.000000
Basicmath2020-01-191653;0;1286;100374;8712242;8812616;101612;8712251;8813863;1606;256;32768;16;9.000000;4.000000
Basicmath2020-01-191653;35825;37120;5708514;3104102;8812616;5710391;3103472;8813863;1606;256;2048;32;4.000000;4.000000
Basicmath2020-01-191653;0;1295;3274;8809342;8812616;4508;8809355;8813863;1606;256;2048;32;5.000000;4.000000
Basicmath2020-01-191653;0;1295;3274;8809342;8812616;4508;8809355;8813863;1606;256;2048;32;6.000000;4.000000
Basicmath2020-01-191653;0;1295;3274;8809342;8812616;4508;8809355;8813863;1606;256;2048;32;7.000000;4.000000
Basicmath2020-01-191653;0;1295;3274;8809342;8812616;4508;8809355;8813863;1606;256;2048;32;8.000000;4.000000
Basicmath2020-01-191653;0;1295;3274;8809342;8812616;4508;8809355;8813863;1606;256;2048;32;9.000000;4.000000
Basicmath2020-01-191653;8718;9996;5659936;3152680;8812616;5661287;3152576;8813863;1606;256;8192;32;4.000000;4.000000
Basicmath2020-01-191653;0;1293;19662;8792954;8812616;20900;8792963;8813863;1606;256;8192;32;5.000000;4.000000
Basicmath2020-01-191653;0;1293;19662;8792954;8812616;20900;8792963;8813863;1606;256;8192;32;6.000000;4.000000
Basicmath2020-01-191653;0;1293;19662;8792954;8812616;20900;8792963;8813863;1606;256;8192;32;7.000000;4.000000
Basicmath2020-01-191653;0;1293;19662;8792954;8812616;20900;8792963;8813863;1606;256;8192;32;8.000000;4.000000
Basicmath2020-01-191653;0;1293;19662;8792954;8812616;20900;8792963;8813863;1606;256;8192;32;9.000000;4.000000
Basicmath2020-01-191653;2768;4054;5489965;3322651;8812616;5491248;3322615;8813863;1606;256;32768;32;4.000000;4.000000
Basicmath2020-01-191653;0;1286;70131;8742485;8812616;71368;8742495;8813863;1606;256;32768;32;5.000000;4.000000
Basicmath2020-01-191653;0;1286;70131;8742485;8812616;71368;8742495;8813863;1606;256;32768;32;6.000000;4.000000
Basicmath2020-01-191653;0;1286;70131;8742485;8812616;71368;8742495;8813863;1606;256;32768;32;7.000000;4.000000
Basicmath2020-01-191653;0;1286;70131;8742485;8812616;71368;8742495;8813863;1606;256;32768;32;8.000000;4.000000
Basicmath2020-01-191653;0;1286;70131;8742485;8812616;71368;8742495;8813863;1606;256;32768;32;9.000000;4.000000
Basicmath2020-01-191653;36814;38109;5563250;3249366;8812616;5564660;3249203;8813863;1606;256;2048;64;4.000000;4.000000
Basicmath2020-01-191653;2;1297;1883;8810733;8812616;3116;8810747;8813863;1606;256;2048;64;5.000000;4.000000
Basicmath2020-01-191653;0;1295;1821;8810795;8812616;3054;8810809;8813863;1606;256;2048;64;6.000000;4.000000
Basicmath2020-01-191653;0;1295;1821;8810795;8812616;3054;8810809;8813863;1606;256;2048;64;7.000000;4.000000
Basicmath2020-01-191653;0;1295;1821;8810795;8812616;3054;8810809;8813863;1606;256;2048;64;8.000000;4.000000
Basicmath2020-01-191653;0;1295;1821;8810795;8812616;3054;8810809;8813863;1606;256;2048;64;9.000000;4.000000
Basicmath2020-01-191653;10237;11530;5473280;3339336;8812616;5474544;3339319;8813863;1606;256;8192;64;4.000000;4.000000
Basicmath2020-01-191653;0;1293;22034;8790582;8812616;23272;8790591;8813863;1606;256;8192;64;5.000000;4.000000
Basicmath2020-01-191653;0;1293;22034;8790582;8812616;23272;8790591;8813863;1606;256;8192;64;6.000000;4.000000
Basicmath2020-01-191653;0;1293;22034;8790582;8812616;23272;8790591;8813863;1606;256;8192;64;7.000000;4.000000
Basicmath2020-01-191653;0;1293;22034;8790582;8812616;23272;8790591;8813863;1606;256;8192;64;8.000000;4.000000
Basicmath2020-01-191653;0;1293;22034;8790582;8812616;23272;8790591;8813863;1606;256;8192;64;9.000000;4.000000
Basicmath2020-01-191653;2353;3639;5365569;3447047;8812616;5366814;3447049;8813863;1606;256;32768;64;4.000000;4.000000
Basicmath2020-01-191653;0;1286;58876;8753740;8812616;60114;8753749;8813863;1606;256;32768;64;5.000000;4.000000
Basicmath2020-01-191653;0;1286;58876;8753740;8812616;60114;8753749;8813863;1606;256;32768;64;6.000000;4.000000
Basicmath2020-01-191653;0;1286;58876;8753740;8812616;60114;8753749;8813863;1606;256;32768;64;7.000000;4.000000
Basicmath2020-01-191653;0;1286;58876;8753740;8812616;60114;8753749;8813863;1606;256;32768;64;8.000000;4.000000
Basicmath2020-01-191653;0;1286;58876;8753740;8812616;60114;8753749;8813863;1606;256;32768;64;9.000000;4.000000
Basicmath2020-01-191653;26071;27348;5978471;2834145;8812616;5987039;2826824;8813863;1606;256;2048;4;4.000000;3.000000
Basicmath2020-01-191653;10334;11616;2473947;6338669;8812616;2475607;6338256;8813863;1606;256;2048;4;5.000000;3.000000
Basicmath2020-01-191653;0;1295;3905;8808711;8812616;5142;8808721;8813863;1606;256;2048;4;6.000000;3.000000
Basicmath2020-01-191653;0;1295;3905;8808711;8812616;5142;8808721;8813863;1606;256;2048;4;7.000000;3.000000
Basicmath2020-01-191653;0;1295;3905;8808711;8812616;5142;8808721;8813863;1606;256;2048;4;8.000000;3.000000
Basicmath2020-01-191653;0;1295;3905;8808711;8812616;5142;8808721;8813863;1606;256;2048;4;9.000000;3.000000
Basicmath2020-01-191653;7326;8601;5947133;2865483;8812616;5949920;2863943;8813863;1606;256;8192;4;4.000000;3.000000
Basicmath2020-01-191653;2635;3921;2201238;6611378;8812616;2202484;6611379;8813863;1606;256;8192;4;5.000000;3.000000
Basicmath2020-01-191653;0;1293;71773;8740843;8812616;73014;8740849;8813863;1606;256;8192;4;6.000000;3.000000
Basicmath2020-01-191653;0;1293;71773;8740843;8812616;73014;8740849;8813863;1606;256;8192;4;7.000000;3.000000
Basicmath2020-01-191653;0;1293;71773;8740843;8812616;73014;8740849;8813863;1606;256;8192;4;8.000000;3.000000
Basicmath2020-01-191653;0;1293;71773;8740843;8812616;73014;8740849;8813863;1606;256;8192;4;9.000000;3.000000
Basicmath2020-01-191653;1952;3223;5775618;3036998;8812616;5777383;3036480;8813863;1606;256;32768;4;4.000000;3.000000
Basicmath2020-01-191653;720;1999;1923532;6889084;8812616;1924739;6889124;8813863;1606;256;32768;4;5.000000;3.000000
Basicmath2020-01-191653;0;1286;127857;8684759;8812616;129100;8684763;8813863;1606;256;32768;4;6.000000;3.000000
Basicmath2020-01-191653;0;1286;127857;8684759;8812616;129100;8684763;8813863;1606;256;32768;4;7.000000;3.000000
Basicmath2020-01-191653;0;1286;127857;8684759;8812616;129100;8684763;8813863;1606;256;32768;4;8.000000;3.000000
Basicmath2020-01-191653;0;1286;127857;8684759;8812616;129100;8684763;8813863;1606;256;32768;4;9.000000;3.000000
Basicmath2020-01-191653;21252;22532;6678895;2133721;8812616;6684105;2129758;8813863;1606;256;2048;8;4.000000;3.000000
Basicmath2020-01-191653;475;1767;97102;8715514;8812616;98695;8715168;8813863;1606;256;2048;8;5.000000;3.000000
Basicmath2020-01-191653;0;1295;6055;8806561;8812616;7295;8806568;8813863;1606;256;2048;8;6.000000;3.000000
Basicmath2020-01-191653;0;1295;6055;8806561;8812616;7295;8806568;8813863;1606;256;2048;8;7.000000;3.000000
Basicmath2020-01-191653;0;1295;6055;8806561;8812616;7295;8806568;8813863;1606;256;2048;8;8.000000;3.000000
Basicmath2020-01-191653;0;1295;6055;8806561;8812616;7295;8806568;8813863;1606;256;2048;8;9.000000;3.000000
Basicmath2020-01-191653;5931;7224;6452449;2360167;8812616;6454626;2359237;8813863;1606;256;8192;8;4.000000;3.000000
Basicmath2020-01-191653;100;1393;97216;8715400;8812616;98521;8715342;8813863;1606;256;8192;8;5.000000;3.000000
Basicmath2020-01-191653;0;1293;16451;8796165;8812616;17688;8796175;8813863;1606;256;8192;8;6.000000;3.000000
Basicmath2020-01-191653;0;1293;16451;8796165;8812616;17688;8796175;8813863;1606;256;8192;8;7.000000;3.000000
Basicmath2020-01-191653;0;1293;16451;8796165;8812616;17688;8796175;8813863;1606;256;8192;8;8.000000;3.000000
Basicmath2020-01-191653;0;1293;16451;8796165;8812616;17688;8796175;8813863;1606;256;8192;8;9.000000;3.000000
Basicmath2020-01-191653;1536;2815;6130734;2681882;8812616;6132273;2681590;8813863;1606;256;32768;8;4.000000;3.000000
Basicmath2020-01-191653;15;1300;142910;8669706;8812616;144162;8669701;8813863;1606;256;32768;8;5.000000;3.000000
Basicmath2020-01-191653;0;1286;114107;8698509;8812616;115349;8698514;8813863;1606;256;32768;8;6.000000;3.000000
Basicmath2020-01-191653;0;1286;114107;8698509;8812616;115349;8698514;8813863;1606;256;32768;8;7.000000;3.000000
Basicmath2020-01-191653;0;1286;114107;8698509;8812616;115349;8698514;8813863;1606;256;32768;8;8.000000;3.000000
Basicmath2020-01-191653;0;1286;114107;8698509;8812616;115349;8698514;8813863;1606;256;32768;8;9.000000;3.000000
Basicmath2020-01-191653;12196;13476;7291798;1520818;8812616;7295002;1518861;8813863;1606;256;2048;16;4.000000;3.000000
Basicmath2020-01-191653;3365;4655;1804693;7007923;8812616;1808508;7005355;8813863;1606;256;2048;16;5.000000;3.000000
Basicmath2020-01-191653;0;1295;14853;8797763;8812616;16094;8797769;8813863;1606;256;2048;16;6.000000;3.000000
Basicmath2020-01-191653;0;1295;14853;8797763;8812616;16094;8797769;8813863;1606;256;2048;16;7.000000;3.000000
Basicmath2020-01-191653;0;1295;14853;8797763;8812616;16094;8797769;8813863;1606;256;2048;16;8.000000;3.000000
Basicmath2020-01-191653;0;1295;14853;8797763;8812616;16094;8797769;8813863;1606;256;2048;16;9.000000;3.000000
Basicmath2020-01-191653;4073;5351;7143040;1669576;8812616;7144664;1669199;8813863;1606;256;8192;16;4.000000;3.000000
Basicmath2020-01-191653;776;2065;2143489;6669127;8812616;2145324;6668539;8813863;1606;256;8192;16;5.000000;3.000000
Basicmath2020-01-191653;0;1293;64867;8747749;8812616;66111;8747752;8813863;1606;256;8192;16;6.000000;3.000000
Basicmath2020-01-191653;0;1293;64867;8747749;8812616;66111;8747752;8813863;1606;256;8192;16;7.000000;3.000000
Basicmath2020-01-191653;0;1293;64867;8747749;8812616;66111;8747752;8813863;1606;256;8192;16;8.000000;3.000000
Basicmath2020-01-191653;0;1293;64867;8747749;8812616;66111;8747752;8813863;1606;256;8192;16;9.000000;3.000000
Basicmath2020-01-191653;1027;2298;6830513;1982103;8812616;6831845;1982018;8813863;1606;256;32768;16;4.000000;3.000000
Basicmath2020-01-191653;163;1442;2036347;6776269;8812616;2037719;6776144;8813863;1606;256;32768;16;5.000000;3.000000
Basicmath2020-01-191653;0;1286;173056;8639560;8812616;174299;8639564;8813863;1606;256;32768;16;6.000000;3.000000
Basicmath2020-01-191653;0;1286;173056;8639560;8812616;174299;8639564;8813863;1606;256;32768;16;7.000000;3.000000
Basicmath2020-01-191653;0;1286;173056;8639560;8812616;174299;8639564;8813863;1606;256;32768;16;8.000000;3.000000
Basicmath2020-01-191653;0;1286;173056;8639560;8812616;174299;8639564;8813863;1606;256;32768;16;9.000000;3.000000
Basicmath2020-01-191653;16635;17924;6870622;1941994;8812616;6873094;1940769;8813863;1606;256;2048;32;4.000000;3.000000
Basicmath2020-01-191653;0;1295;11599;8801017;8812616;12834;8801029;8813863;1606;256;2048;32;5.000000;3.000000
Basicmath2020-01-191653;0;1295;11599;8801017;8812616;12834;8801029;8813863;1606;256;2048;32;6.000000;3.000000
Basicmath2020-01-191653;0;1295;11599;8801017;8812616;12834;8801029;8813863;1606;256;2048;32;7.000000;3.000000
Basicmath2020-01-191653;0;1295;11599;8801017;8812616;12834;8801029;8813863;1606;256;2048;32;8.000000;3.000000
Basicmath2020-01-191653;0;1295;11599;8801017;8812616;12834;8801029;8813863;1606;256;2048;32;9.000000;3.000000
Basicmath2020-01-191653;4500;5778;6914260;1898356;8812616;6915696;1898167;8813863;1606;256;8192;32;4.000000;3.000000
Basicmath2020-01-191653;0;1293;32040;8780576;8812616;33281;8780582;8813863;1606;256;8192;32;5.000000;3.000000
Basicmath2020-01-191653;0;1293;32040;8780576;8812616;33281;8780582;8813863;1606;256;8192;32;6.000000;3.000000
Basicmath2020-01-191653;0;1293;32040;8780576;8812616;33281;8780582;8813863;1606;256;8192;32;7.000000;3.000000
Basicmath2020-01-191653;0;1293;32040;8780576;8812616;33281;8780582;8813863;1606;256;8192;32;8.000000;3.000000
Basicmath2020-01-191653;0;1293;32040;8780576;8812616;33281;8780582;8813863;1606;256;8192;32;9.000000;3.000000
Basicmath2020-01-191653;1308;2594;6855365;1957251;8812616;6856664;1957199;8813863;1606;256;32768;32;4.000000;3.000000
Basicmath2020-01-191653;0;1286;215727;8596889;8812616;216964;8596899;8813863;1606;256;32768;32;5.000000;3.000000
Basicmath2020-01-191653;0;1286;215727;8596889;8812616;216964;8596899;8813863;1606;256;32768;32;6.000000;3.000000
Basicmath2020-01-191653;0;1286;215727;8596889;8812616;216964;8596899;8813863;1606;256;32768;32;7.000000;3.000000
Basicmath2020-01-191653;0;1286;215727;8596889;8812616;216964;8596899;8813863;1606;256;32768;32;8.000000;3.000000
Basicmath2020-01-191653;0;1286;215727;8596889;8812616;216964;8596899;8813863;1606;256;32768;32;9.000000;3.000000
Basicmath2020-01-191653;18338;19633;6900814;1911802;8812616;6902540;1911323;8813863;1606;256;2048;64;4.000000;3.000000
Basicmath2020-01-191653;2;1297;1883;8810733;8812616;3116;8810747;8813863;1606;256;2048;64;5.000000;3.000000
Basicmath2020-01-191653;0;1295;1821;8810795;8812616;3054;8810809;8813863;1606;256;2048;64;6.000000;3.000000
Basicmath2020-01-191653;0;1295;1821;8810795;8812616;3054;8810809;8813863;1606;256;2048;64;7.000000;3.000000
Basicmath2020-01-191653;0;1295;1821;8810795;8812616;3054;8810809;8813863;1606;256;2048;64;8.000000;3.000000
Basicmath2020-01-191653;0;1295;1821;8810795;8812616;3054;8810809;8813863;1606;256;2048;64;9.000000;3.000000
Basicmath2020-01-191653;5281;6559;6761599;2051017;8812616;6762956;2050907;8813863;1606;256;8192;64;4.000000;3.000000
Basicmath2020-01-191653;0;1293;36579;8776037;8812616;37822;8776041;8813863;1606;256;8192;64;5.000000;3.000000
Basicmath2020-01-191653;0;1293;36579;8776037;8812616;37822;8776041;8813863;1606;256;8192;64;6.000000;3.000000
Basicmath2020-01-191653;0;1293;36579;8776037;8812616;37822;8776041;8813863;1606;256;8192;64;7.000000;3.000000
